dia,mes,titulo,enlace,localidad,tipo,distancia,provincia,año
S-2,Mayo,Carrera de montaña ruta de Almendros y volcanes - 15Km,https://runedia.mundodeportivo.com/carrera/carrera-de-montana-ruta-de-almendros-y-volcanes-15km-2020/202032558/,"Tenerife, Santiago del Teide",Montaña,14000 m,canarias,2020
S-2,Mayo,Volcano Triathlon,https://runedia.mundodeportivo.com/carrera/volcano-triathlon-2020/202032868/,"Lanzarote, Tinajo",Triatlón,51500 m,canarias,2020
S-2,Mayo,30km Lagar Trail,https://runedia.mundodeportivo.com/carrera/30km-lagar-trail-2020/202032513/,"Gran Canaria, Agüimes",Tierra,30000 m,canarias,2020
S-2,Mayo,Carrera de montaña ruta de Almendros y volcanes - 7km,https://runedia.mundodeportivo.com/carrera/carrera-de-montana-ruta-de-almendros-y-volcanes-7km-2020/202032560/,"Tenerife, Santiago del Teide",Montaña,7000 m,canarias,2020
D-3,Mayo,Marcha Cicloturista Chineje,https://runedia.mundodeportivo.com/carrera/marcha-cicloturista-chineje-2020/202033410/,"Tenerife, Guía de Isora",Bici Carretera,72000 m,canarias,2020
D-3,Mayo,Carrera Popular de María Auxiliadora,https://runedia.mundodeportivo.com/carrera/carrera-popular-de-maria-auxiliadora-2020/202033029/,"Gran Canaria, Las Palmas",Asfalto,5000 m,canarias,2020
D-3,Mayo,Trail Las Vegas de Valsequillo Ecosub Atlantico - 22Km 13 KM,https://runedia.mundodeportivo.com/carrera/trail-las-vegas-de-valsequillo-ecosub-atlantico-22km-13-km-2020/202033639/,"Gran Canaria, Valsequillo de Gran Canaria",Montaña,22000 m,canarias,2020
D-3,Mayo,Marcha Cicloturista Chineje - corta,https://runedia.mundodeportivo.com/carrera/marcha-cicloturista-chineje-corta-2020/202033411/,"Tenerife, Guía de Isora",Bici Carretera,46000 m,canarias,2020
D-3,Mayo,Ciclochineje,https://runedia.mundodeportivo.com/carrera/ciclochineje-2020/202033069/,"Tenerife, Guía de Isora",Bici Carretera,9200 m,canarias,2020
D-3,Mayo,Trail Las Vegas de Valsequillo Ecosub Atlantico - 13Km,https://runedia.mundodeportivo.com/carrera/trail-las-vegas-de-valsequillo-ecosub-atlantico-13km-2020/202033638/,"Gran Canaria, Valsequillo de Gran Canaria",Montaña,13000 m,canarias,2020
,Mayo,KV Transvulcania,https://runedia.mundodeportivo.com/carrera/kv-transvulcania-2020/202034023/,"La Palma, La Palma",Obstáculos,7600 m,canarias,2020
S-9,Mayo,Disco Night Urban Race 5K,https://runedia.mundodeportivo.com/carrera/disco-night-urban-race-5k-2020/202033958/,"Lanzarote, Arrecife",Asfalto,5000 m,canarias,2020
