Año;CCAA;PIB_anual;PIB_capita;Renta media por persona (con alquiler imputado);Renta media por unidad de consumo;Renta media por unidad de consumo (con alquiler imputado);Renta neta media por persona;Total_paro;busquedas_running
2022;ComunidadValenciana;127.59;24.736;13.984;17.444;20.357;11.876;13.7;84.0
2022;ComunidadValenciana;127.59;24.736;13.984;17.444;20.357;11.876;13.54;84.0
2022;ComunidadValenciana;127.59;24.736;13.984;17.444;20.357;11.876;12.93;84.0
2022;ComunidadValenciana;127.59;24.736;13.984;17.444;20.357;11.876;12.99;84.0
2022;Madrid;267.579;39.207;17.928;23.338;26.47;15.695;11.33;100.0
2022;Madrid;267.579;39.207;17.928;23.338;26.47;15.695;11.11;100.0
2022;Madrid;267.579;39.207;17.928;23.338;26.47;15.695;10.7;100.0
2022;Madrid;267.579;39.207;17.928;23.338;26.47;15.695;11.72;100.0
2022;Extremadura;23.141;21.932;12.092;14.843;17.568;10.133;17.55;86.0
2022;Extremadura;23.141;21.932;12.092;14.843;17.568;10.133;15.77;86.0
2022;Extremadura;23.141;21.932;12.092;14.843;17.568;10.133;16.82;86.0
2022;Extremadura;23.141;21.932;12.092;14.843;17.568;10.133;19.17;86.0
2022;Galicia;71.366;26.483;14.427;18.093;20.951;12.352;10.65;65.0
2022;Galicia;71.366;26.483;14.427;18.093;20.951;12.352;10.91;65.0
2022;Galicia;71.366;26.483;14.427;18.093;20.951;12.352;11.15;65.0
2022;Galicia;71.366;26.483;14.427;18.093;20.951;12.352;11.45;65.0
2022;Baleares;37.165;30.997;14.303;18.576;21.197;12.451;10.7;74.0
2022;Baleares;37.165;30.997;14.303;18.576;21.197;12.451;5.61;74.0
2022;Baleares;37.165;30.997;14.303;18.576;21.197;12.451;9.02;74.0
2022;Baleares;37.165;30.997;14.303;18.576;21.197;12.451;17.61;74.0
2022;LaRioja;9.713;30.26;15.653;19.819;22.719;13.538;8.52;69.0
2022;LaRioja;9.713;30.26;15.653;19.819;22.719;13.538;7.93;69.0
2022;LaRioja;9.713;30.26;15.653;19.819;22.719;13.538;10.42;69.0
2022;LaRioja;9.713;30.26;15.653;19.819;22.719;13.538;11.33;69.0
2022;Melilla;1.654;19.501;14.744;19.849;22.3;13.089;26.15;51.0
2022;Melilla;1.654;19.501;14.744;19.849;22.3;13.089;22.84;51.0
2022;Melilla;1.654;19.501;14.744;19.849;22.3;13.089;29.21;51.0
2022;Melilla;1.654;19.501;14.744;19.849;22.3;13.089;25.41;51.0
2022;Navarra;23.211;34.749;18.053;23.578;26.496;15.97;10.17;71.0
2022;Navarra;23.211;34.749;18.053;23.578;26.496;15.97;8.82;71.0
2022;Navarra;23.211;34.749;18.053;23.578;26.496;15.97;9.09;71.0
2022;Navarra;23.211;34.749;18.053;23.578;26.496;15.97;10.86;71.0
2022;PaisVasco;80.481;36.421;18.899;23.886;27.288;16.427;8.97;88.0
2022;PaisVasco;80.481;36.421;18.899;23.886;27.288;16.427;8.51;88.0
2022;PaisVasco;80.481;36.421;18.899;23.886;27.288;16.427;8.97;88.0
2022;PaisVasco;80.481;36.421;18.899;23.886;27.288;16.427;9.08;88.0
2022;Murcia;37.493;24.334;12.483;16.128;18.758;10.632;13.01;92.0
2022;Murcia;37.493;24.334;12.483;16.128;18.758;10.632;15.16;92.0
2022;Murcia;37.493;24.334;12.483;16.128;18.758;10.632;12.53;92.0
2022;Murcia;37.493;24.334;12.483;16.128;18.758;10.632;13.64;92.0
2023;Andalucia;199.952;23.218;13.733;17.295;20.114;11.719;17.61;80.0
2023;Andalucia;199.952;23.218;13.733;17.295;20.114;11.719;18.77;80.0
2023;Andalucia;199.952;23.218;13.733;17.295;20.114;11.719;18.2;80.0
2023;Andalucia;199.952;23.218;13.733;17.295;20.114;11.719;18.38;80.0
2023;Aragon;46.674;34.658;16.89;21.43;24.264;14.81;8.17;83.0
2023;Aragon;46.674;34.658;16.89;21.43;24.264;14.81;8.0;83.0
2023;Aragon;46.674;34.658;16.89;21.43;24.264;14.81;8.79;83.0
2023;Aragon;46.674;34.658;16.89;21.43;24.264;14.81;9.34;83.0
2023;Asturias;28.326;28.13;17.792;21.66;24.814;15.432;11.62;86.0
2023;Asturias;28.326;28.13;17.792;21.66;24.814;15.432;13.39;86.0
2023;Asturias;28.326;28.13;17.792;21.66;24.814;15.432;10.38;86.0
2023;Asturias;28.326;28.13;17.792;21.66;24.814;15.432;13.1;86.0
2023;Canarias;54.194;24.345;14.05;17.94;20.537;12.177;16.06;61.0
2023;Canarias;54.194;24.345;14.05;17.94;20.537;12.177;15.04;61.0
2023;Canarias;54.194;24.345;14.05;17.94;20.537;12.177;15.65;61.0
2023;Canarias;54.194;24.345;14.05;17.94;20.537;12.177;17.55;61.0
2023;Cantabria;16.777;28.461;16.323;20.495;23.447;14.162;7.39;67.0
2023;Cantabria;16.777;28.461;16.323;20.495;23.447;14.162;7.7;67.0
2023;Cantabria;16.777;28.461;16.323;20.495;23.447;14.162;8.02;67.0
2023;Cantabria;16.777;28.461;16.323;20.495;23.447;14.162;9.46;67.0
2023;CastillaLeon;70.876;29.698;16.277;20.109;22.998;14.124;9.59;68.0
2023;CastillaLeon;70.876;29.698;16.277;20.109;22.998;14.124;9.61;68.0
2023;CastillaLeon;70.876;29.698;16.277;20.109;22.998;14.124;9.19;68.0
2023;CastillaLeon;70.876;29.698;16.277;20.109;22.998;14.124;10.34;68.0
2023;CastillaLaMancha;53.929;25.758;13.765;17.634;20.224;11.913;12.33;81.0
2023;CastillaLaMancha;53.929;25.758;13.765;17.634;20.224;11.913;11.98;81.0
2023;CastillaLaMancha;53.929;25.758;13.765;17.634;20.224;11.913;13.12;81.0
2023;CastillaLaMancha;53.929;25.758;13.765;17.634;20.224;11.913;15.43;81.0
2023;Catalunya;281.845;35.325;17.957;23.269;26.199;15.83;9.16;80.0
2023;Catalunya;281.845;35.325;17.957;23.269;26.199;15.83;8.68;80.0
2023;Catalunya;281.845;35.325;17.957;23.269;26.199;15.83;8.88;80.0
2023;Catalunya;281.845;35.325;17.957;23.269;26.199;15.83;10.66;80.0
2023;Ceuta;1.889;22.751;15.276;20.67;23.456;13.421;32.66;67.0
2023;Ceuta;1.889;22.751;15.276;20.67;23.456;13.421;30.5;67.0
2023;Ceuta;1.889;22.751;15.276;20.67;23.456;13.421;29.42;67.0
2023;Ceuta;1.889;22.751;15.276;20.67;23.456;13.421;27.34;67.0
2023;ComunidadValenciana;139.42;26.453;14.937;18.752;21.697;12.805;12.93;90.0
2023;ComunidadValenciana;139.42;26.453;14.937;18.752;21.697;12.805;11.88;90.0
2023;ComunidadValenciana;139.42;26.453;14.937;18.752;21.697;12.805;12.32;90.0
2023;ComunidadValenciana;139.42;26.453;14.937;18.752;21.697;12.805;14.08;90.0
2023;Madrid;293.069;42.198;19.041;24.991;28.077;16.817;9.64;100.0
2023;Madrid;293.069;42.198;19.041;24.991;28.077;16.817;10.24;100.0
2023;Madrid;293.069;42.198;19.041;24.991;28.077;16.817;9.11;100.0
2023;Madrid;293.069;42.198;19.041;24.991;28.077;16.817;10.83;100.0
2023;Extremadura;24.87;23.604;13.273;16.493;19.131;11.363;16.23;81.0
2023;Extremadura;24.87;23.604;13.273;16.493;19.131;11.363;16.6;81.0
2023;Extremadura;24.87;23.604;13.273;16.493;19.131;11.363;17.19;81.0
2023;Extremadura;24.87;23.604;13.273;16.493;19.131;11.363;19.45;81.0
2023;Galicia;77.356;28.644;15.262;19.152;22.034;13.147;9.19;60.0
2023;Galicia;77.356;28.644;15.262;19.152;22.034;13.147;9.4;60.0
2023;Galicia;77.356;28.644;15.262;19.152;22.034;13.147;9.38;60.0
2023;Galicia;77.356;28.644;15.262;19.152;22.034;13.147;10.9;60.0
2023;Baleares;42.084;34.381;16.005;21.143;23.794;14.139;11.16;72.0
2023;Baleares;42.084;34.381;16.005;21.143;23.794;14.139;5.85;72.0
2023;Baleares;42.084;34.381;16.005;21.143;23.794;14.139;7.12;72.0
2023;Baleares;42.084;34.381;16.005;21.143;23.794;14.139;17.79;72.0
2023;LaRioja;10.618;32.828;16.332;20.687;23.613;14.184;9.71;73.0
2023;LaRioja;10.618;32.828;16.332;20.687;23.613;14.184;9.78;73.0
2023;LaRioja;10.618;32.828;16.332;20.687;23.613;14.184;7.75;73.0
2023;LaRioja;10.618;32.828;16.332;20.687;23.613;14.184;10.26;73.0
2023;Melilla;1.75;20.479;15.78;20.825;23.584;13.854;29.57;65.0
2023;Melilla;1.75;20.479;15.78;20.825;23.584;13.854;23.61;65.0
2023;Melilla;1.75;20.479;15.78;20.825;23.584;13.854;22.55;65.0
2023;Melilla;1.75;20.479;15.78;20.825;23.584;13.854;30.8;65.0
2023;Navarra;25.041;37.088;18.711;24.495;27.425;16.599;9.25;75.0
2023;Navarra;25.041;37.088;18.711;24.495;27.425;16.599;9.43;75.0
2023;Navarra;25.041;37.088;18.711;24.495;27.425;16.599;8.88;75.0
2023;Navarra;25.041;37.088;18.711;24.495;27.425;16.599;12.22;75.0
2023;PaisVasco;87.857;39.547;20.685;26.298;29.682;18.189;6.38;87.0
2023;PaisVasco;87.857;39.547;20.685;26.298;29.682;18.189;8.61;87.0
2023;PaisVasco;87.857;39.547;20.685;26.298;29.682;18.189;7.32;87.0
2023;PaisVasco;87.857;39.547;20.685;26.298;29.682;18.189;8.63;87.0
2023;Murcia;40.386;25.887;13.182;17.069;19.718;11.314;11.46;90.0
2023;Murcia;40.386;25.887;13.182;17.069;19.718;11.314;13.53;90.0
2023;Murcia;40.386;25.887;13.182;17.069;19.718;11.314;12.46;90.0
2023;Murcia;40.386;25.887;13.182;17.069;19.718;11.314;13.65;90.0
2024;Andalucia;199.952;23.218;14.276;17.99;20.896;12.191;15.76;84.0
2024;Andalucia;199.952;23.218;14.276;17.99;20.896;12.191;16.06;84.0
2024;Andalucia;199.952;23.218;14.276;17.99;20.896;12.191;16.27;84.0
2024;Andalucia;199.952;23.218;14.276;17.99;20.896;12.191;17.77;84.0
2024;Aragon;46.674;34.658;17.916;22.875;25.808;15.747;7.62;87.0
2024;Aragon;46.674;34.658;17.916;22.875;25.808;15.747;8.66;87.0
2024;Aragon;46.674;34.658;17.916;22.875;25.808;15.747;8.25;87.0
2024;Aragon;46.674;34.658;17.916;22.875;25.808;15.747;8.04;87.0
2024;Asturias;28.326;28.13;18.597;22.774;25.954;16.201;8.09;84.0
2024;Asturias;28.326;28.13;18.597;22.774;25.954;16.201;9.26;84.0
2024;Asturias;28.326;28.13;18.597;22.774;25.954;16.201;11.79;84.0
2024;Asturias;28.326;28.13;18.597;22.774;25.954;16.201;11.4;84.0
2024;Canarias;54.194;24.345;15.334;19.797;22.56;13.372;11.91;66.0
2024;Canarias;54.194;24.345;15.334;19.797;22.56;13.372;14.4;66.0
2024;Canarias;54.194;24.345;15.334;19.797;22.56;13.372;13.86;66.0
2024;Canarias;54.194;24.345;15.334;19.797;22.56;13.372;14.88;66.0
2024;Cantabria;16.777;28.461;16.913;21.32;24.318;14.708;8.23;73.0
2024;Cantabria;16.777;28.461;16.913;21.32;24.318;14.708;7.17;73.0
2024;Cantabria;16.777;28.461;16.913;21.32;24.318;14.708;8.46;73.0
2024;Cantabria;16.777;28.461;16.913;21.32;24.318;14.708;7.53;73.0
2024;CastillaLeon;70.876;29.698;17.185;21.166;24.116;14.94;8.23;72.0
2024;CastillaLeon;70.876;29.698;17.185;21.166;24.116;14.94;9.34;72.0
2024;CastillaLeon;70.876;29.698;17.185;21.166;24.116;14.94;9.81;72.0
2024;CastillaLeon;70.876;29.698;17.185;21.166;24.116;14.94;10.26;72.0
2024;CastillaLaMancha;53.929;25.758;14.258;18.219;20.841;12.357;11.86;81.0
2024;CastillaLaMancha;53.929;25.758;14.258;18.219;20.841;12.357;12.58;81.0
2024;CastillaLaMancha;53.929;25.758;14.258;18.219;20.841;12.357;13.92;81.0
2024;CastillaLaMancha;53.929;25.758;14.258;18.219;20.841;12.357;15.0;81.0
2024;Catalunya;281.845;35.325;18.563;24.412;27.2;16.546;7.87;91.0
2024;Catalunya;281.845;35.325;18.563;24.412;27.2;16.546;8.83;91.0
2024;Catalunya;281.845;35.325;18.563;24.412;27.2;16.546;9.41;91.0
2024;Catalunya;281.845;35.325;18.563;24.412;27.2;16.546;9.48;91.0
2024;Ceuta;1.889;22.751;15.19;20.803;23.473;13.403;21.79;61.0
2024;Ceuta;1.889;22.751;15.19;20.803;23.473;13.403;29.3;61.0
2024;Ceuta;1.889;22.751;15.19;20.803;23.473;13.403;29.55;61.0
2024;Ceuta;1.889;22.751;15.19;20.803;23.473;13.403;28.99;61.0
2024;ComunidadValenciana;139.42;26.453;15.523;19.574;22.532;13.374;12.33;93.0
2024;ComunidadValenciana;139.42;26.453;15.523;19.574;22.532;13.374;13.04;93.0
2024;ComunidadValenciana;139.42;26.453;15.523;19.574;22.532;13.374;11.7;93.0
2024;ComunidadValenciana;139.42;26.453;15.523;19.574;22.532;13.374;13.44;93.0
2024;Madrid;293.069;42.198;19.459;25.712;28.74;17.275;8.58;100.0
2024;Madrid;293.069;42.198;19.459;25.712;28.74;17.275;9.65;100.0
2024;Madrid;293.069;42.198;19.459;25.712;28.74;17.275;8.48;100.0
2024;Madrid;293.069;42.198;19.459;25.712;28.74;17.275;9.19;100.0
2024;Extremadura;24.87;23.604;14.399;18.05;20.761;12.421;15.26;77.0
2024;Extremadura;24.87;23.604;14.399;18.05;20.761;12.421;13.79;77.0
2024;Extremadura;24.87;23.604;14.399;18.05;20.761;12.421;15.4;77.0
2024;Extremadura;24.87;23.604;14.399;18.05;20.761;12.421;17.61;77.0
2024;Galicia;77.356;28.644;16.717;21.36;24.301;14.558;8.67;66.0
2024;Galicia;77.356;28.644;16.717;21.36;24.301;14.558;8.84;66.0
2024;Galicia;77.356;28.644;16.717;21.36;24.301;14.558;9.54;66.0
2024;Galicia;77.356;28.644;16.717;21.36;24.301;14.558;10.45;66.0
2024;Baleares;42.084;34.381;17.855;23.689;26.382;15.926;8.2;76.0
2024;Baleares;42.084;34.381;17.855;23.689;26.382;15.926;6.17;76.0
2024;Baleares;42.084;34.381;17.855;23.689;26.382;15.926;7.95;76.0
2024;Baleares;42.084;34.381;17.855;23.689;26.382;15.926;15.48;76.0
2024;LaRioja;10.618;32.828;16.718;20.901;23.855;14.529;8.58;75.0
2024;LaRioja;10.618;32.828;16.718;20.901;23.855;14.529;10.22;75.0
2024;LaRioja;10.618;32.828;16.718;20.901;23.855;14.529;9.14;75.0
2024;LaRioja;10.618;32.828;16.718;20.901;23.855;14.529;11.04;75.0
2024;Melilla;1.75;20.479;14.558;19.431;22.049;12.745;25.8;56.0
2024;Melilla;1.75;20.479;14.558;19.431;22.049;12.745;27.09;56.0
2024;Melilla;1.75;20.479;14.558;19.431;22.049;12.745;27.93;56.0
2024;Melilla;1.75;20.479;14.558;19.431;22.049;12.745;32.44;56.0
2024;Navarra;25.041;37.088;19.348;25.285;28.156;17.253;6.6;79.0
2024;Navarra;25.041;37.088;19.348;25.285;28.156;17.253;7.72;79.0
2024;Navarra;25.041;37.088;19.348;25.285;28.156;17.253;7.42;79.0
2024;Navarra;25.041;37.088;19.348;25.285;28.156;17.253;8.82;79.0
2024;PaisVasco;87.857;39.547;21.622;27.537;30.964;19.078;8.17;96.0
2024;PaisVasco;87.857;39.547;21.622;27.537;30.964;19.078;7.61;96.0
2024;PaisVasco;87.857;39.547;21.622;27.537;30.964;19.078;8.11;96.0
2024;PaisVasco;87.857;39.547;21.622;27.537;30.964;19.078;8.53;96.0
2024;Murcia;40.386;25.887;13.808;18.111;20.725;11.967;13.4;89.0
2024;Murcia;40.386;25.887;13.808;18.111;20.725;11.967;11.95;89.0
2024;Murcia;40.386;25.887;13.808;18.111;20.725;11.967;12.63;89.0
2024;Murcia;40.386;25.887;13.808;18.111;20.725;11.967;12.95;89.0
