dia,mes,titulo,enlace,localidad,tipo,distancia,provincia,año
D-29,Marzo,Carreras Alimentos de España - Vitoria - 10km,https://runedia.mundodeportivo.com/carrera/carreras-alimentos-de-espana-vitoria-10km-2020/202018452/,"Araba, Vitoria",Asfalto,10000 m,euskadi,2020
S-4,Abril,Etxebarri Raid,https://runedia.mundodeportivo.com/carrera/etxebarri-raid-2020/202019057/,"Vizcaya, Etxebarri",Raid,79000 m,euskadi,2020
,Abril,Martxa Montaña Short Trail Enkarterri Extrem,https://runedia.mundodeportivo.com/carrera/martxa-montana-short-trail-enkarterri-extrem-2020/202019180/,"Vizcaya, Zaramillo",Caminata,11000 m,euskadi,2020
,Abril,Trail Enkarterri Extrem Trails,https://runedia.mundodeportivo.com/carrera/trail-enkarterri-extrem-trails-2020/202019316/,"Vizcaya, Zaramillo",Montaña,21000 m,euskadi,2020
,Abril,Leharrei Mendi Lasterka,https://runedia.mundodeportivo.com/carrera/leharrei-mendi-lasterka-2020/202019142/,"Guipuzkoa, Gabiria",Asfalto,24000 m,euskadi,2020
S-4,Abril,Brevet Randonneur 200K Sociedad Ciclista Bilbaína,https://runedia.mundodeportivo.com/carrera/brevet-randonneur-200k-sociedad-ciclista-bilbaina-2020/202018978/,"Vizcaya, Bilbao",Bici Carretera,200000 m,euskadi,2020
S-4,Abril,Maraton Enkarterri Extrem,https://runedia.mundodeportivo.com/carrera/maraton-enkarterri-extrem-2020/202019172/,"Vizcaya, Zaramillo",Montaña,42000 m,euskadi,2020
,Abril,Ultra Trail Enkarterri Extrem,https://runedia.mundodeportivo.com/carrera/ultra-trail-enkarterri-extrem-2020/202019340/,"Vizcaya, Zaramillo",Montaña,62000 m,euskadi,2020
S-4,Abril,Egiako Sudur Krossa - Gladys Enea,https://runedia.mundodeportivo.com/carrera/egiako-sudur-krossa-gladys-enea-2020/202019054/,"Guipuzkoa, San Sebastián",Cross,6000 m,euskadi,2020
,Abril,Bilbao Donwhill International,https://runedia.mundodeportivo.com/carrera/bilbao-donwhill-international-2020/202018974/,"Vizcaya, Bilbao",Btt,2000 m,euskadi,2020
,Abril,X Marcha Cicloturista Gallarta-Gallarta,https://runedia.mundodeportivo.com/carrera/x-marcha-cicloturista-gallarta-gallarta-2020/202020283/,"Vizcaya, Abanto Zierbena",Bici Carretera,97000 m,euskadi,2020
D-5,Abril,10K Media Maratón San Sebastián,https://runedia.mundodeportivo.com/carrera/10k-media-maraton-san-sebastian-2020/202019377/,"Guipuzkoa, San Sebastián",Asfalto,10000 m,euskadi,2020
,Abril,21K Medio Maratón San Sebastián,https://runedia.mundodeportivo.com/carrera/21k-medio-maraton-san-sebastian-2020/20202668/,"Guipuzkoa, San Sebastián",Asfalto,21097 m,euskadi,2020
,Abril,Klasika Primavera de Amorebieta,https://runedia.mundodeportivo.com/carrera/klasika-primavera-de-amorebieta-2020/202019772/,"Vizcaya, Amorebieta",Bici Carretera,100000 m,euskadi,2020
D-5,Abril,Bailarako Kros Herrikoia,https://runedia.mundodeportivo.com/carrera/bailarako-kros-herrikoia-2020/202019439/,"Guipuzkoa, Irura",Cross,5145 m,euskadi,2020
D-5,Abril,Prueba Urbana Iurreta - 5Km,https://runedia.mundodeportivo.com/carrera/prueba-urbana-iurreta-5km-2020/202020003/,"Vizcaya, Iurreta",Asfalto,5000 m,euskadi,2020
