dia,mes,titulo,enlace,localidad,tipo,distancia,provincia,año
D-5,Junio,"Carrera Solidaria ""Iguales en la Meta"" Aspaceba",https://runedia.mundodeportivo.com/carrera/carrera-solidaria-iguales-en-la-meta-aspaceba-2016/201617502/,"Badajoz, Badajoz",Asfalto,10000 m,extremadura,2016
S-11,Junio,Cross popular ciudad de Almendralejo,https://runedia.mundodeportivo.com/carrera/cross-popular-ciudad-de-almendralejo-2016/20162362/,"Badajoz, Almendralejo",Asfalto,10000 m,extremadura,2016
S-11,Junio,NocturnAOEx Solidaria Badajoz 1141 Unidos por el cáncer,https://runedia.mundodeportivo.com/carrera/nocturnaoex-solidaria-badajoz-1141-unidos-por-el-cancer-2016/201618120/,"Badajoz, Badajoz",Asfalto,5000 m,extremadura,2016
D-12,Junio,Titán DOP Pimentón de la Vera - Marcha,https://runedia.mundodeportivo.com/carrera/titan-dop-pimenton-de-la-vera-marcha-2016/201631448/,"Cáceres, Jaraíz de la Vera",Btt,60000 m,extremadura,2016
D-12,Junio,Titán DOP Pimentón de la Vera - Ultramarathon,https://runedia.mundodeportivo.com/carrera/titan-dop-pimenton-de-la-vera-ultramarathon-2016/201631853/,"Cáceres, Jaraiz de la Vera",Btt,135000 m,extremadura,2016
D-12,Junio,Titán DOP Pimentón de la Vera - Maratón,https://runedia.mundodeportivo.com/carrera/titan-dop-pimenton-de-la-vera-maraton-2016/201631854/,"Cáceres, Jaraiz de la Vera",Btt,86000 m,extremadura,2016
D-12,Junio,Carrera Urbana San Antonio,https://runedia.mundodeportivo.com/carrera/carrera-urbana-san-antonio-2016/201618227/,"Badajoz, Villafranca de los Barros",Asfalto,6000 m,extremadura,2016
D-12,Junio,Cross popular barriada Antonio Dominguez,https://runedia.mundodeportivo.com/carrera/cross-popular-barriada-antonio-dominguez-2016/201618256/,"Badajoz, Badajoz",Cross,5000 m,extremadura,2016
D-12,Junio,Carrera popular Aldea Moret,https://runedia.mundodeportivo.com/carrera/carrera-popular-aldea-moret-2016/20162434/,"Cáceres, Cáceres",Asfalto,10000 m,extremadura,2016
S-18,Junio,Trail nocturno Cuatro Lobos y 3000 Buitres,https://runedia.mundodeportivo.com/carrera/trail-nocturno-cuatro-lobos-y-3000-buitres-2016/201618707/,"Cáceres, Serradilla",Montaña,21600 m,extremadura,2016
S-18,Junio,cross popular Ferias y Fiestas de San Pedro,https://runedia.mundodeportivo.com/carrera/cross-popular-ferias-y-fiestas-de-san-pedro-2016/201618807/,"Badajoz, Puebla de la Calzada",Cross,4800 m,extremadura,2016
S-18,Junio,II Nocturna Las Fuentes-Opticalia Urban Trail,https://runedia.mundodeportivo.com/carrera/ii-nocturna-las-fuentes-opticalia-urban-trail-2016/201618601/,"Cáceres, Navalmoral de la Mata",Tierra,10000 m,extremadura,2016
D-19,Junio,Crazy Cross - Badajoz,https://runedia.mundodeportivo.com/carrera/crazy-cross-badajoz-2016/201625076/,"Badajoz, Badajoz",Otros,5000 m,extremadura,2016
D-19,Junio,Subida santuario Virgen de la Montaña,https://runedia.mundodeportivo.com/carrera/subida-santuario-virgen-de-la-montana-2016/20162433/,"Cáceres, Cáceres",Asfalto,3000 m,extremadura,2016
D-19,Junio,Triatlon Ciudad Almendralejo,https://runedia.mundodeportivo.com/carrera/triatlon-ciudad-almendralejo-2016/201631909/,"Badajoz, Almendralejo",Triatlón,51500 m,extremadura,2016
S-25,Junio,Carrera popular Cuacos de Yuste,https://runedia.mundodeportivo.com/carrera/carrera-popular-cuacos-de-yuste-2016/201621623/,"Cáceres, Cuacos de Yuste",Asfalto,5000 m,extremadura,2016
D-26,Junio,Carrera Popular Residencial Universidad,https://runedia.mundodeportivo.com/carrera/carrera-popular-residencial-universidad-2016/201619283/,"Cáceres, Cáceres",Asfalto,2800 m,extremadura,2016
D-26,Junio,Ruta MTB Helechosa,https://runedia.mundodeportivo.com/carrera/ruta-mtb-helechosa-2016/201619347/,"Badajoz, Helechosa de los Montes",Btt,72000 m,extremadura,2016
S-2,Julio,Carrera nocturna Santeña,https://runedia.mundodeportivo.com/carrera/carrera-nocturna-santena-2016/20162384/,"Badajoz, Los Santos de Maimona",Asfalto,7300 m,extremadura,2016
S-2,Julio,Carrera Solidaria contra el Cáncer,https://runedia.mundodeportivo.com/carrera/carrera-solidaria-contra-el-cancer-2016/201619654/,"Badajoz, Badajoz",Asfalto,10000 m,extremadura,2016
S-2,Julio,Carrera popular Guijo de Santa Bárbara,https://runedia.mundodeportivo.com/carrera/carrera-popular-guijo-de-santa-barbara-2016/20162442/,"Cáceres, Guijo de Santa Bárbara",Asfalto,4700 m,extremadura,2016
D-3,Julio,Triatlon Puerta Palmas Sprint,https://runedia.mundodeportivo.com/carrera/triatlon-puerta-palmas-sprint-2016/201632027/,"Badajoz, Badajoz",Triatlón,25750 m,extremadura,2016
D-3,Julio,Triatlon Puerta Palmas Iberico,https://runedia.mundodeportivo.com/carrera/triatlon-puerta-palmas-iberico-2016/201632026/,"Badajoz, Badajoz",Triatlón,25750 m,extremadura,2016
V-8,Julio,Carrera Popular de San Cristóbal,https://runedia.mundodeportivo.com/carrera/carrera-popular-de-san-cristobal-2016/201620059/,"Cáceres, Jaraíz de la Vera",Asfalto,5200 m,extremadura,2016
S-9,Julio,Carrera nocturna Oliva de la Frontera,https://runedia.mundodeportivo.com/carrera/carrera-nocturna-oliva-de-la-frontera-2016/201620091/,"Badajoz, Oliva de la Frontera",Asfalto,6500 m,extremadura,2016
S-9,Julio,Cross urbano de Torrejoncillo,https://runedia.mundodeportivo.com/carrera/cross-urbano-de-torrejoncillo-2016/20162443/,"Cáceres, Torrejoncillo",Cross,5200 m,extremadura,2016
S-9,Julio,Gredos Extreme Run,https://runedia.mundodeportivo.com/carrera/gredos-extreme-run-2016/201620127/,"Cáceres, Hervás",Montaña,70000 m,extremadura,2016
S-9,Julio,Gredos Infinite Run,https://runedia.mundodeportivo.com/carrera/gredos-infinite-run-2016/201620128/,"Cáceres, Hervás",Montaña,117000 m,extremadura,2016
