dia,mes,titulo,enlace,localidad,tipo,distancia,provincia,año
S-26,Marzo,I Open BTT Sijena Cibelios,https://runedia.mundodeportivo.com/carrera/i-open-btt-sijena-cibelios-2022/202244530/,"Huesca, Villanueva de Sigena",Btt,67000 m,aragon,2022
S-26,Marzo,Marcha senderista Atadi,https://runedia.mundodeportivo.com/carrera/marcha-senderista-atadi-2022/202215580/,"Teruel, Alcorisa",Caminata,18000 m,aragon,2022
D-27,Marzo,5k de Fraga  - Memorial Joaquín Calucho 5 km,https://runedia.mundodeportivo.com/carrera/5k-de-fraga-memorial-joaquin-calucho-5-km-2022/202217894/,"Huesca, Fraga",Asfalto,5000 m,aragon,2022
D-27,Marzo,I Carrera Solidaria Río Grío (Virtual),https://runedia.mundodeportivo.com/carrera/i-carrera-solidaria-rio-grio-virtual-2022/202217984/,"Zaragoza, La Almunia de Doña Godina (Libre)",Asfalto,5000 m,aragon,2022
D-27,Marzo,XXXIX Subida al Santuario de Rodanas. Épila,https://runedia.mundodeportivo.com/carrera/xxxix-subida-al-santuario-de-rodanas-epila-2022/202217690/,"Zaragoza, Épila",Asfalto,16000 m,aragon,2022
D-27,Marzo,Darocatrail 14k,https://runedia.mundodeportivo.com/carrera/darocatrail-14k-2022/202244449/,"Zaragoza, Daroca",Montaña,14000 m,aragon,2022
D-27,Marzo,Cross Jeronimo Zurita- Masculino,https://runedia.mundodeportivo.com/carrera/cross-jeronimo-zurita-masculino-2022/202217949/,"Zaragoza, Zaragoza",Cross,5050 m,aragon,2022
D-27,Marzo,Darocatrail 10k,https://runedia.mundodeportivo.com/carrera/darocatrail-10k-2022/202216037/,"Zaragoza, Daroca",Montaña,10000 m,aragon,2022
D-27,Marzo,Marcha senderista de Mequinenza,https://runedia.mundodeportivo.com/carrera/marcha-senderista-de-mequinenza-2022/202225768/,"Zaragoza, Mequinenza",Caminata,13000 m,aragon,2022
D-27,Marzo,Cross Jeronimo Zurita- Femenino,https://runedia.mundodeportivo.com/carrera/cross-jeronimo-zurita-femenino-2022/202217948/,"Zaragoza, Zaragoza",Cross,3700 m,aragon,2022
D-27,Marzo,Darocatrail 25k,https://runedia.mundodeportivo.com/carrera/darocatrail-25k-2022/202244450/,"Zaragoza, Daroca",Montaña,25000 m,aragon,2022
S-2,Abril,Trail Valle de La Fueva - 14k,https://runedia.mundodeportivo.com/carrera/trail-valle-de-la-fueva-14k-2022/202240217/,"Huesca, Valle de la Fueva (Sobrarbe)",Montaña,14000 m,aragon,2022
S-2,Abril,Carrera de Montaña de Nogueruelas,https://runedia.mundodeportivo.com/carrera/carrera-de-montana-de-nogueruelas-2022/20222237/,"Teruel, Nogueruelas",Montaña,12300 m,aragon,2022
S-2,Abril,Trail Valle de La Fueva - 26k,https://runedia.mundodeportivo.com/carrera/trail-valle-de-la-fueva-26k-2022/202240218/,"Huesca, Valle de la Fueva (Sobrarbe)",Montaña,26000 m,aragon,2022
D-3,Abril,Trail Ancagua-Alloza - 40K,https://runedia.mundodeportivo.com/carrera/trail-ancagua-alloza-40k-2022/202220042/,"Teruel, Alloza",Montaña,40000 m,aragon,2022
D-3,Abril,Trail Ancagua-Alloza - 21K,https://runedia.mundodeportivo.com/carrera/trail-ancagua-alloza-21k-2022/202220041/,"Teruel, Alloza",Montaña,21000 m,aragon,2022
V-8,Abril,EBRO RACE ¡LA CARRERA DE LA JUVENTUD!,https://runedia.mundodeportivo.com/carrera/ebro-race-la-carrera-de-la-juventud-2022/202251276/,"Zaragoza,  Zaragoza",Obstáculos,5000 m,aragon,2022
S-9,Abril,Gran Trail Sobrarbe Central de Reservas,https://runedia.mundodeportivo.com/carrera/gran-trail-sobrarbe-central-de-reservas-2022/20222710/,"Huesca, Aínsa",Montaña,75000 m,aragon,2022
S-9,Abril,Marcha BTT Cirogrillos - larga,https://runedia.mundodeportivo.com/carrera/marcha-btt-cirogrillos-larga-2022/202227169/,"Teruel, Santa Eulalia del Campo",Btt,70000 m,aragon,2022
