dia,mes,titulo,enlace,localidad,tipo,distancia,provincia,año
D-6,Julio,10ª Carrera Fiestas de El NIÑO de MULA,https://runedia.mundodeportivo.com/carrera/10-carrera-fiestas-de-el-nino-de-mula-2025/20252031619/,"Murcia, El Niño de Mula",Tierra,8500 m,murcia,2025
L-7,Julio,Triatlon de Jumilla,https://runedia.mundodeportivo.com/carrera/triatlon-de-jumilla-2025/20252032762/,"Murcia, Jumilla",Triatlón,38000 m,murcia,2025
D-13,Julio,Legua Huertana,https://runedia.mundodeportivo.com/carrera/legua-huertana-2025/20252033913/,"Murcia, Ribera de Molina",Asfalto,5000 m,murcia,2025
L-14,Julio,Carrera popular Rincón de Seca,https://runedia.mundodeportivo.com/carrera/carrera-popular-rincon-de-seca-2025/20252033680/,"Murcia, Rincón de Seca",Asfalto,5200 m,murcia,2025
L-14,Julio,"Travesía Playas de San Javier 500, 1500, 2500m",https://runedia.mundodeportivo.com/carrera/travesia-playas-de-san-javier-500-1500-2500m-2025/20252032746/,"Murcia, San Javier",Natación,2500 m,murcia,2025
L-21,Julio,Carrera popular ciudad de Águilas,https://runedia.mundodeportivo.com/carrera/carrera-popular-ciudad-de-aguilas-2025/2025201929/,"Murcia, Águilas",Asfalto,4300 m,murcia,2025
L-21,Julio,"Travesía Solidaria Playas de la Azohía 1,5km o 0,6km",https://runedia.mundodeportivo.com/carrera/travesia-solidaria-playas-de-la-azohia-15km-o-06km-2025/20252035053/,"Murcia, La Azohía",Natación,1500 m,murcia,2025
J-24,Julio,Legua nocturna Javalí nuevo,https://runedia.mundodeportivo.com/carrera/legua-nocturna-javali-nuevo-2025/20252035083/,"Murcia, Javalí Nuevo",Tierra,5572 m,murcia,2025
D-27,Julio,Carrera popular el Esparragal,https://runedia.mundodeportivo.com/carrera/carrera-popular-el-esparragal-2025/20252035108/,"Murcia, El Esparragal",Asfalto,5000 m,murcia,2025
D-27,Julio,Cross Cabo de Palos,https://runedia.mundodeportivo.com/carrera/cross-cabo-de-palos-2025/2025201948/,"Murcia, Cabo de Palos",Cross,6500 m,murcia,2025
D-3,Agosto,Corre con nosotros AECC 10k,https://runedia.mundodeportivo.com/carrera/corre-con-nosotros-aecc-10k-2025/20252035393/,"Murcia, Mazarrón",Asfalto,10000 m,murcia,2025
D-3,Agosto,Corre con nosotros AECC,https://runedia.mundodeportivo.com/carrera/corre-con-nosotros-aecc-2025/2025201952/,"Murcia, Mazarrón",Asfalto,5000 m,murcia,2025
L-4,Agosto,Carrera popular fiestas del Campillo,https://runedia.mundodeportivo.com/carrera/carrera-popular-fiestas-del-campillo-2025/2025201950/,"Murcia, Lorca",Asfalto,5400 m,murcia,2025
V-15,Agosto,Popular nocturna Villa de Librilla 10k,https://runedia.mundodeportivo.com/carrera/popular-nocturna-villa-de-librilla-10k-2025/20252037298/,"Murcia, Librilla",Asfalto,10000 m,murcia,2025
D-17,Agosto,Cross Popular Cañada Hermosa,https://runedia.mundodeportivo.com/carrera/cross-popular-canada-hermosa-2025/20252037430/,"Murcia, Cañada Hermosa",Cross,7000 m,murcia,2025
D-24,Agosto,Cross Popular Minero Llano del Beal,https://runedia.mundodeportivo.com/carrera/cross-popular-minero-llano-del-beal-2025/2025201990/,"Murcia, Llano del Beal",Cross,8000 m,murcia,2025
L-25,Agosto,Carrera BXM Sierra del Gigante,https://runedia.mundodeportivo.com/carrera/carrera-bxm-sierra-del-gigante-2025/20252038202/,"Murcia, La Parroquia",Btt,48000 m,murcia,2025
J-28,Agosto,Carrera Nocturna Fiestas de Las Torres,https://runedia.mundodeportivo.com/carrera/carrera-nocturna-fiestas-de-las-torres-2025/2025201989/,"Murcia, Las Torres de Cotillas",Asfalto,5660 m,murcia,2025
D-31,Agosto,"Carrera Nocturna ""Alcaldesa de Aguilas""",https://runedia.mundodeportivo.com/carrera/carrera-nocturna-alcaldesa-de-aguilas-2025/2025201988/,"Murcia, Aguilas",Asfalto,10000 m,murcia,2025
L-1,Septiembre,Cross Popular Fuente Librilla,https://runedia.mundodeportivo.com/carrera/cross-popular-fuente-librilla-2025/20252039093/,"Murcia, Fuente Librilla",Cross,11500 m,murcia,2025
D-7,Septiembre,10K Villa de Blanca,https://runedia.mundodeportivo.com/carrera/10k-villa-de-blanca-2025/20252039716/,"Murcia, Blanca",Asfalto,10000 m,murcia,2025
D-14,Septiembre,Carrera Popular del Castillo de Mula,https://runedia.mundodeportivo.com/carrera/carrera-popular-del-castillo-de-mula-2025/20252040782/,"Murcia, Mula",Asfalto,10000 m,murcia,2025
L-15,Septiembre,Sierra de la Peñarrubia Lorca-Trail - 12K,https://runedia.mundodeportivo.com/carrera/sierra-de-la-penarrubia-lorca-trail-12k-2025/20252040703/,"Murcia, Lorca",Montaña,12000 m,murcia,2025
L-15,Septiembre,Maximum Revolcadores,https://runedia.mundodeportivo.com/carrera/maximum-revolcadores-2025/20252041486/,"Murcia, Inazares (Moratalla)",Montaña,50000 m,murcia,2025
L-15,Septiembre,Sierra de la Peñarrubia Lorca-Trail - 24K,https://runedia.mundodeportivo.com/carrera/sierra-de-la-penarrubia-lorca-trail-24k-2025/20252040704/,"Murcia, Lorca",Montaña,245000 m,murcia,2025
L-15,Septiembre,Triatlón Ciudad de Murcia,https://runedia.mundodeportivo.com/carrera/triatlon-ciudad-de-murcia-2025/20252041648/,"Murcia, Murcia",Triatlón,27750 m,murcia,2025
L-15,Septiembre,Carrera Popular Nonduermas,https://runedia.mundodeportivo.com/carrera/carrera-popular-nonduermas-2025/20252041190/,"Murcia, Nonduermas",Asfalto,10660 m,murcia,2025
D-21,Septiembre,Marcha Cicloturista Albudeite,https://runedia.mundodeportivo.com/carrera/marcha-cicloturista-albudeite-2025/20252021845/,"Murcia, Albudeite",Bici Carretera,95000 m,murcia,2025
L-22,Septiembre,Vertical Promo Moratalla,https://runedia.mundodeportivo.com/carrera/vertical-promo-moratalla-2025/20252042451/,"Murcia, Moratalla",Montaña,13400 m,murcia,2025
