dia,mes,titulo,enlace,localidad,tipo,distancia,provincia,año
D-5,Enero,Cross de Reyes de Larraga,https://runedia.mundodeportivo.com/carrera/cross-de-reyes-de-larraga-2014/20143421/,"Navarra, Larraga",Cross,7200 m,navarra,2013
D-12,Enero,ARAITZ BETELUKO KROSSA,https://runedia.mundodeportivo.com/carrera/araitz-beteluko-krossa-2014/201417202/,"Navarra, Betelu",Cross,8000 m,navarra,2013
D-26,Enero,10 Millas de Peralta-Falces,https://runedia.mundodeportivo.com/carrera/10-millas-de-peralta-falces-2014/20143422/,"Navarra, Peralta",Asfalto,16094 m,navarra,2013
D-16,Febrero,Media Maratón Ciudad de Tudela,https://runedia.mundodeportivo.com/carrera/media-maraton-ciudad-de-tudela-2014/20143434/,"Navarra, Tudela",Asfalto,21097 m,navarra,2013
D-9,Marzo,I Cross Pinares de Lerín,https://runedia.mundodeportivo.com/carrera/i-cross-pinares-de-lerin-2014/201420079/,"Navarra, Lerín",Cross,12500 m,navarra,2013
D-9,Marzo,Circuito de Triatlón de Invierno - Valle del Roncal,https://runedia.mundodeportivo.com/carrera/circuito-de-triatlon-de-invierno-valle-del-roncal-2014/201417083/,"Navarra, Isaba",Triatlón,40000 m,navarra,2013
D-16,Marzo,Herri Krosa Laranja,https://runedia.mundodeportivo.com/carrera/herri-krosa-laranja-2014/201420494/,"Navarra, Ansoain",Asfalto,5500 m,navarra,2013
D-16,Marzo,Legua de Lekunberri,https://runedia.mundodeportivo.com/carrera/legua-de-lekunberri-2014/201410563/,"Navarra, Lekunberri",Asfalto,6050 m,navarra,2013
D-16,Marzo,II Duatlón Valle de Aranguren,https://runedia.mundodeportivo.com/carrera/ii-duatlon-valle-de-aranguren-2014/201420094/,"Navarra, Mutilva",Duatlón,27000 m,navarra,2013
D-16,Marzo,Lilasterketa Altsasu,https://runedia.mundodeportivo.com/carrera/lilasterketa-altsasu-2014/201420492/,"Navarra, Altsasu",Asfalto,4000 m,navarra,2013
